// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B4406D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
46706		11.048190	-0.433042	0.513245	-0.479761	-0.889031	-0.174586	-1.351807	0.265381	-0.142334
46707		9.739433	-1.705826	-0.044101	-0.256658	-0.840960	-0.116946	-1.351807	0.263184	-0.127197
46708		8.298778	-2.636493	-0.319794	-0.011455	-0.878475	-0.180207	-1.351807	0.263184	-0.116455
46709		7.393352	-3.384927	-0.227483	0.170020	-1.008741	-0.295286	-1.356445	0.260986	-0.101563
46710		7.592305	-3.101536	0.194070	0.298954	-1.219641	-0.387398	-1.360840	0.251953	-0.082031
46711		8.132632	-2.781913	0.672934	0.408766	-1.405877	-0.392719	-1.363037	0.247559	-0.064697
46712		9.131595	-2.114253	0.708637	0.639327	-1.560749	-0.351415	-1.358154	0.234131	-0.044922
46713		9.511105	-1.282160	0.415122	1.026875	-1.568714	-0.304078	-1.362793	0.234131	-0.017090
46714		9.810211	1.491808	0.012301	1.294708	-1.573921	-0.284463	-1.365234	0.236328	0.000000
46715		9.797542	1.004008	-0.411226	1.105608	-1.486961	-0.222872	-1.363037	0.236328	0.015137
46716		9.599896	1.638842	-0.513950	1.428420	-1.435549	-0.199600	-1.356201	0.231934	0.032471
46717		9.407674	1.739228	-0.812225	1.364707	-1.395646	-0.187944	-1.358154	0.222900	0.052002
46718		9.096620	1.861491	-0.748036	1.371843	-1.395310	-0.182391	-1.356201	0.227539	0.071289
46719		9.005810	1.612255	-0.555669	1.200751	-1.404760	-0.181820	-1.358643	0.225342	0.090820
