// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B44073
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
46494		-4.928874	0.569618	5.736710	-0.778465	-2.613650	-1.425146	1.293457	-0.741211	-0.090576
46495		-4.312581	-0.128914	5.394882	-0.862667	-2.995099	-1.237629	1.299561	-0.723877	-0.137939
46496		-4.343513	-0.086013	5.142977	-0.827778	-3.190384	-1.075074	1.298828	-0.708984	-0.187256
46497		-4.914136	0.051334	4.970059	-0.750206	-3.302566	-0.995830	1.293945	-0.687256	-0.230469
46498		-5.494360	0.500560	4.771954	-0.687377	-3.422224	-1.032910	1.295654	-0.672363	-0.281982
46499		-5.348041	0.508944	4.846553	-0.600492	-3.527302	-1.189675	1.294922	-0.652832	-0.327393
46500		-5.337796	0.211588	5.054999	-0.451725	-3.550436	-1.357189	1.289795	-0.629150	-0.374756
46501		-6.130764	0.496582	5.495178	-0.310722	-3.528675	-1.483970	1.284424	-0.598877	-0.413818
46502		-7.625468	1.029754	5.946044	-0.264793	-3.547132	-1.602695	1.279541	-0.581787	-0.458984
46503		-9.399983	1.085022	5.914795	-0.286275	-3.668392	-1.712089	1.276611	-0.555908	-0.502197
46504		-10.445355	0.294555	5.692533	-0.224044	-3.920310	-1.759614	1.264893	-0.530029	-0.549805
46505		-10.614051	-0.731388	5.563373	-0.040453	-4.123036	-1.722549	1.253174	-0.501953	-0.601807
46506		-10.555131	-1.226658	5.683240	0.235276	-4.181977	-1.707801	1.243896	-0.482666	-0.640625
46507		-11.005188	-1.151690	5.631491	0.459744	-4.115625	-1.875742	1.218994	-0.456787	-0.688232
46508		-11.447725	-2.235767	5.410636	0.649406	-4.007251	-2.190959	1.211670	-0.428711	-0.722900
46509		-11.492237	-3.473739	5.223780	0.950841	-3.843408	-2.554566	1.208740	-0.402832	-0.761963
46510		-11.335255	-3.990778	5.233234	1.316010	-3.668502	-2.899689	1.201416	-0.376953	-0.796631
46511		-11.055250	-4.039957	5.365884	1.619465	-3.482116	-3.207749	1.193848	-0.340088	-0.822754
46512		-10.919153	-4.122544	5.898144	1.777393	-3.281573	-3.394818	1.192871	-0.314209	-0.859619
46513		-11.753949	-4.468141	6.471213	1.837252	-3.136301	-3.394045	1.183350	-0.281738	-0.887939
46514		-12.983654	-4.803369	7.035685	1.837835	-3.172832	-3.182711	1.171387	-0.253662	-0.918457
46515		-13.841958	-4.479508	7.628764	1.739354	-3.352149	-2.861071	1.155518	-0.229980	-0.959717
46516		-13.889963	-3.981015	7.980758	1.513166	-3.562554	-2.530129	1.135254	-0.204102	-1.000732
46517		-13.439512	-3.643132	7.933280	1.200203	-3.748391	-2.243899	1.104004	-0.182617	-1.044189
46518		-12.488278	-3.900657	7.605405	0.876058	-3.850565	-1.939536	1.075439	-0.167725	-1.083008
46519		-11.668946	-3.597005	7.447660	0.632878	-3.851319	-1.562466	1.037598	-0.146240	-1.141357
46520		-11.370504	-2.990199	7.556822	0.393542	-3.784846	-1.148056	1.004395	-0.126953	-1.178223
46521		-11.526677	-2.913651	8.042899	0.087710	-3.668862	-0.685036	0.962891	-0.116455	-1.219238
46522		-12.854383	-2.734128	8.420391	-0.291875	-3.568336	-0.199693	0.921143	-0.099365	-1.260254
46523		-13.981068	-2.562021	8.100695	-0.680366	-3.622607	0.142972	0.874756	-0.080078	-1.297363
46524		-13.731035	-3.026265	7.673713	-1.035331	-3.724294	0.332698	0.828613	-0.058594	-1.332031
46525		-13.043624	-3.137712	6.917974	-1.325498	-3.696181	0.392615	0.777832	-0.034912	-1.371338
46526		-12.496777	-3.424457	5.679161	-1.449547	-3.534895	0.361078	0.733643	-0.009277	-1.399658
46527		-11.752724	-3.742219	4.303832	-1.322535	-3.292136	0.277355	0.689453	0.014404	-1.428223
46528		-11.165188	-3.420114	3.206747	-1.074916	-2.947975	0.112233	0.645264	0.038086	-1.443848
46529		-11.275947	-3.199671	2.159019	-0.836625	-2.546855	-0.081063	0.611816	0.061768	-1.461426
46530		-11.361593	-2.919853	1.186506	-0.641741	-2.154493	-0.206892	0.583496	0.070313	-1.470215
46531		-11.262346	-2.256870	0.397823	-0.541116	-1.743792	-0.241497	0.561279	0.087646	-1.487793
46532		-11.415653	-2.139214	-0.368044	-0.453607	-1.311719	-0.183834	0.537109	0.089844	-1.492188
46533		-12.240698	-1.977873	-0.886811	-0.293842	-0.892952	-0.049301	0.519531	0.100586	-1.507568
46534		-13.229716	-1.644782	-1.395474	-0.053931	-0.528364	0.121268	0.510742	0.100342	-1.501221
46535		-13.200842	-0.783151	-1.603123	0.186335	-0.185543	0.278341	0.508789	0.091797	-1.505371
46536		-13.410629	-0.711823	-1.674924	0.349986	0.230746	0.431897	0.520020	0.083252	-1.500732
46537		-12.100210	-3.933461	-2.336771	0.813923	0.777903	0.548432	0.533691	0.061523	-1.502441
46538		-12.296636	-2.532858	-2.957995	1.674288	1.544316	0.820167	0.556641	0.020264	-1.495361
46539		-14.045039	0.249754	-2.261890	2.318242	2.214741	0.708574	0.594971	-0.029297	-1.481445
46540		3.983797	-3.098021	12.565155	2.278432	2.396020	0.687638	0.628906	-0.070313	-1.457031
46541		13.027351	-19.349331	22.500059	2.893890	3.264513	0.853025	0.680664	-0.128662	-1.432129
46542		4.300631	6.859109	13.600583	3.474671	3.914599	1.143085	0.734619	-0.189209	-1.403076
46543		-10.184554	13.903134	8.062783	2.106152	4.198690	0.427563	0.796387	-0.219238	-1.361572
46544		-18.064547	11.385621	11.140549	1.196429	3.817903	0.944925	0.838379	-0.245117	-1.328857
46545		-17.476976	11.076499	13.552712	0.263675	3.045970	1.340110	0.873779	-0.266602	-1.302734
46546		-11.065789	5.833750	13.807921	-0.617889	2.692313	1.307223	0.906494	-0.272949	-1.276611
46547		-11.806892	-1.670536	10.309388	-1.025531	2.616778	0.702702	0.937012	-0.268311	-1.255127
46548		-12.417379	-4.526641	8.721680	-0.982583	2.411553	0.245773	0.973877	-0.266113	-1.222900
46549		-8.495141	-4.489800	10.087609	-0.904207	2.288322	0.210182	0.993408	-0.265869	-1.201416
46550		-8.033376	-4.710412	8.866211	-0.721154	2.174282	0.359095	1.015137	-0.265869	-1.182129
46551		-10.671038	-8.287810	6.648690	-0.500860	2.005224	0.325632	1.037354	-0.278564	-1.158203
46552		-6.699681	-7.804066	6.242056	0.076539	1.695606	0.374877	1.050781	-0.291504	-1.134521
46553		-5.989873	-3.386160	8.765123	0.331632	1.466355	0.428786	1.063965	-0.302246	-1.110840
46554		-6.718755	-1.617718	8.937771	0.361236	1.293265	0.380834	1.071045	-0.315186	-1.097656
46555		-7.174664	-0.085967	9.034034	0.283011	1.122877	0.280613	1.080078	-0.323975	-1.080322
46556		-7.285697	0.772171	8.913765	0.121539	0.977304	0.199899	1.089111	-0.338867	-1.064941
46557		-7.621830	0.163655	9.303959	-0.003682	0.808490	0.131663	1.089355	-0.343262	-1.058594
46558		-7.661825	-0.119045	8.488576	-0.104568	0.658170	0.062262	1.087158	-0.347656	-1.045654
46559		-7.128891	-1.886688	7.922420	-0.145674	0.481319	0.026831	1.087402	-0.349854	-1.030762
46560		-6.450025	-3.091879	7.715798	-0.074159	0.326547	0.061724	1.089600	-0.354004	-1.026367
46561		-6.084034	-3.152679	7.303801	0.012099	0.236556	0.095159	1.092041	-0.360596	-1.013428
46562		-6.128539	-2.827572	7.597948	0.081183	0.155865	0.105998	1.081299	-0.362793	-1.015625
46563		-6.257687	-2.474096	7.865011	0.120660	0.102665	0.109055	1.070557	-0.371338	-1.009033
46564		-6.668091	-1.785127	7.836284	0.155222	0.030564	0.121860	1.068604	-0.375732	-1.004639
46565		-6.730601	-1.533145	7.732519	0.157368	-0.035877	0.094970	1.060059	-0.380127	-1.006836
46566		-6.407828	-1.673025	7.932595	0.153718	-0.137457	0.058262	1.051514	-0.382324	-1.002441
46567		-6.495812	-1.463837	7.699478	0.172965	-0.210020	0.038509	1.042969	-0.393066	-1.008789
46568		-6.289986	-1.457347	7.636634	0.196240	-0.287221	0.008115	1.034424	-0.397461	-1.008789
46569		-6.255107	-1.585456	7.598731	0.211187	-0.344545	-0.008820	1.030273	-0.401855	-1.006592
46570		-5.991140	-2.661691	7.663512	0.251002	-0.392781	-0.017055	1.023926	-0.406250	-1.015137
46571		-6.046082	-2.969352	7.470566	0.329246	-0.440977	0.028283	1.009033	-0.417236	-1.017090
46572		-5.596184	-2.971433	7.428721	0.415795	-0.469108	0.080385	0.993896	-0.421631	-1.017090
46573		-6.141822	-1.932218	7.426808	0.465121	-0.472393	0.081652	0.985352	-0.430176	-1.021240
46574		-5.983209	-1.285088	8.109274	0.457069	-0.474194	0.050772	0.972656	-0.438965	-1.021240
46575		-6.409156	-0.843838	8.327400	0.421029	-0.421013	0.019200	0.968262	-0.438965	-1.023438
46576		-6.126607	-1.176526	8.517786	0.356744	-0.338517	-0.014020	0.964355	-0.454102	-1.016602
46577		-6.009400	-1.048294	8.576050	0.286408	-0.235338	-0.012735	0.949219	-0.456299	-1.025391
46578		-6.128637	-1.318883	8.214460	0.227672	-0.147163	-0.002560	0.945068	-0.462891	-1.025146
46579		-5.951484	-1.234592	8.413033	0.172224	-0.101334	0.001461	0.940918	-0.467285	-1.022949
46580		-6.063532	-1.484341	8.011263	0.135435	-0.046065	0.016355	0.936523	-0.465088	-1.025146
46581		-5.931568	-1.539938	8.132314	0.107045	-0.005999	0.014780	0.932373	-0.473877	-1.022949
46582		-6.058889	-1.605694	8.138897	0.076010	0.032161	0.035462	0.932617	-0.480225	-1.024902
46583		-5.992981	-1.491208	8.165528	0.042292	0.058623	0.037005	0.928223	-0.478271	-1.022949
46584		-6.004964	-1.432058	8.136237	0.016395	0.100842	0.050329	0.919678	-0.484619	-1.027100
46585		-6.235328	-1.266019	8.118963	-0.021675	0.136689	0.053212	0.919922	-0.489014	-1.027100
46586		-6.098857	-1.140572	8.232603	-0.052242	0.159091	0.064124	0.915527	-0.489014	-1.022705
46587		-6.040608	-1.625882	8.110568	-0.056118	0.190195	0.066653	0.911133	-0.486816	-1.029297
46588		-5.900516	-1.843798	8.095417	-0.024727	0.203234	0.079796	0.911621	-0.500000	-1.029053
46589		-6.362662	-1.890489	7.787627	0.009029	0.214021	0.089410	0.913574	-0.500000	-1.024658
46590		-6.083886	-1.974102	8.002982	0.028304	0.217477	0.097198	0.907471	-0.506348	-1.029053
46591		-5.823912	-1.857397	8.103160	0.049036	0.246403	0.115454	0.909668	-0.512939	-1.026611
46592		-6.046341	-1.188420	7.994817	0.061276	0.309896	0.130590	0.914307	-0.519531	-1.024414
46593		-6.390649	-0.307203	8.003272	0.025802	0.342765	0.119291	0.907715	-0.521484	-1.020264
46594		-6.327699	-0.266040	8.352888	-0.044927	0.370014	0.078778	0.909912	-0.521484	-1.018066
46595		-6.510099	-1.088352	8.143868	-0.097987	0.424237	0.059481	0.914307	-0.523682	-1.026611
46596		-6.506559	-1.568358	8.175457	-0.127768	0.463731	0.055493	0.916748	-0.530273	-1.020020
46597		-6.549005	-1.716646	8.119347	-0.109125	0.493025	0.065359	0.921143	-0.530273	-1.017822
46598		-6.579160	-1.744233	7.815379	-0.117729	0.532128	0.088268	0.923340	-0.532471	-1.013428
46599		-6.461324	-1.182145	8.034609	-0.131868	0.561113	0.100574	0.932129	-0.534424	-1.013428
46600		-6.565967	-0.940288	7.895088	-0.168800	0.607430	0.092744	0.934082	-0.530273	-1.011230
46601		-6.461062	-1.278265	8.124579	-0.200410	0.658302	0.071517	0.938721	-0.538818	-1.004639
46602		-6.558512	-1.548311	8.067927	-0.219155	0.736065	0.063158	0.945313	-0.538818	-1.002441
46603		-6.318957	-1.184183	8.463492	-0.226805	0.817031	0.052659	0.956055	-0.538818	-1.002441
46604		-6.898758	-1.185223	8.188220	-0.247040	0.922194	0.035004	0.964844	-0.540771	-0.993896
46605		-6.618846	-1.373828	8.128000	-0.262070	1.010591	0.028158	0.971436	-0.542969	-0.987305
46606		-6.661589	-1.282057	8.156032	-0.259405	1.083919	0.022275	0.984375	-0.534180	-0.980957
46607		-7.025154	-1.385476	7.949193	-0.266918	1.190075	0.008415	0.997314	-0.538574	-0.970215
46608		-6.868021	-1.266518	7.996449	-0.280065	1.278694	0.002917	1.012695	-0.542725	-0.955078
46609		-6.702551	-1.252367	8.230495	-0.289158	1.407381	-0.002700	1.023682	-0.544922	-0.944336
46610		-6.817729	-1.784802	8.207297	-0.315423	1.566561	-0.007503	1.036621	-0.538330	-0.931396
46611		-6.775537	-2.220957	8.168200	-0.328641	1.720873	0.033046	1.058350	-0.538086	-0.918457
46612		-6.419045	-2.235490	8.277543	-0.339168	1.906562	0.081732	1.077881	-0.540283	-0.901367
46613		-6.829350	-1.859493	8.018200	-0.355361	2.109495	0.128776	1.088867	-0.538086	-0.875732
46614		-6.685947	-2.006090	7.493173	-0.381474	2.333889	0.179252	1.112549	-0.535645	-0.856201
46615		-3.791810	-1.895145	8.385265	-0.383860	2.612439	0.335047	1.130127	-0.539795	-0.826172
46616		-9.695736	-3.078239	8.039802	-0.326332	2.790116	0.313800	1.154053	-0.541992	-0.793945
46617		-8.712317	-3.863914	7.570995	-0.249932	2.841209	0.361135	1.178467	-0.552490	-0.765869
46618		-2.430711	-4.088541	9.511484	-0.208653	3.193491	0.658583	1.197998	-0.556641	-0.727295
46619		-7.913259	-4.310855	7.650770	-0.160148	3.624773	0.895901	1.220215	-0.569580	-0.677734
46620		-5.729343	-4.157895	9.146658	-0.136942	3.821291	1.034516	1.235840	-0.582275	-0.632568
46621		-6.789295	-4.261024	8.728373	-0.015862	4.209705	1.281023	1.258301	-0.603760	-0.576416
46622		-7.657910	-3.378152	8.631202	0.085501	4.569173	1.399299	1.280762	-0.623047	-0.513916
46623		-13.455227	-2.328032	8.127756	0.062426	4.759145	1.389148	1.294189	-0.638184	-0.460205
46624		-14.378111	-1.804109	9.266240	0.051797	4.813810	1.485418	1.305664	-0.655273	-0.389160
46625		-16.358795	-2.934878	9.974737	0.062722	4.834270	1.462523	1.315186	-0.681152	-0.322510
46626		-11.452747	-4.919714	12.027542	-0.069080	5.007927	1.563043	1.322266	-0.696045	-0.253662
46627		-11.400725	-6.717741	11.223589	-0.142432	5.271724	1.823809	1.321045	-0.724121	-0.180664
46628		-15.385953	-6.252091	11.251783	-0.131390	5.290482	2.065578	1.323975	-0.745361	-0.105469
46629		-13.302364	-4.677190	10.538002	-0.326614	5.262032	2.175536	1.309570	-0.769287	-0.040771
46630		-15.501858	-4.281123	9.914740	-0.625767	5.072408	2.347463	1.291016	-0.799316	0.023682
46631		-15.998083	-6.073577	7.199983	-0.727924	4.508682	2.426984	1.272217	-0.818848	0.077393
46632		-12.700258	-3.443260	6.425090	-0.468939	3.657623	2.569309	1.251465	-0.849121	0.109863
46633		-16.865605	1.333823	12.730311	-1.084550	2.147924	2.342105	1.228271	-0.877441	0.123047
46634		-13.256565	-2.404498	12.722922	-1.891149	0.554711	2.119703	1.213867	-0.905762	0.108398
46635		-9.712425	-6.206691	10.327511	-1.796522	-0.643897	2.092353	1.201416	-0.923096	0.089355
46636		-4.010837	-4.961145	8.560064	-1.455905	-1.341255	1.919348	1.184814	-0.947021	0.059814
46637		-1.170109	-3.725828	7.391917	-1.342847	-1.371054	1.639813	1.169678	-0.953857	0.034180
46638		-0.555863	-3.280273	6.808695	-1.286024	-1.263309	1.237397	1.167725	-0.962402	0.010742
46639		-0.304980	-3.322741	7.022360	-1.234970	-1.070213	0.849530	1.155029	-0.971191	-0.014648
46640		-1.849126	-3.240374	7.176843	-1.183579	-0.935870	0.504308	1.152832	-0.973633	-0.031738
46641		-3.654078	-2.913024	7.246681	-1.058388	-1.173411	0.169175	1.156982	-0.967041	-0.053223
46642		-4.578818	-2.129752	6.963488	-0.936410	-1.698910	-0.168952	1.154541	-0.958496	-0.093994
46643		-4.202032	-1.576541	6.511812	-0.854990	-2.284720	-0.500152	1.158447	-0.949951	-0.124023
46644		-2.870426	-1.277589	6.212217	-0.794871	-2.702777	-0.782642	1.162109	-0.930420	-0.162842
46645		-1.650424	-0.858192	6.054134	-0.780374	-2.838102	-0.996649	1.172607	-0.919678	-0.203613
46646		-1.843666	-0.446615	5.839639	-0.767652	-2.828481	-1.199399	1.176514	-0.902344	-0.238281
46647		-2.588587	-0.362909	5.986168	-0.712037	-2.840363	-1.374704	1.180176	-0.880859	-0.277100
46648		-3.742604	-0.362292	6.024853	-0.630566	-2.944970	-1.522332	1.185791	-0.857178	-0.315918
46649		-4.444889	-0.438008	6.300648	-0.503563	-3.162803	-1.631611	1.185059	-0.829102	-0.354736
46650		-5.008135	-0.332989	6.704881	-0.408102	-3.389294	-1.723569	1.186279	-0.803223	-0.402344
46651		-5.738745	-0.397705	6.932228	-0.376017	-3.588037	-1.793895	1.185547	-0.781494	-0.438965
46652		-6.594836	-0.575907	7.022028	-0.369612	-3.784758	-1.832769	1.184814	-0.757813	-0.490723
46653		-7.312882	-0.633269	7.312807	-0.384223	-3.969156	-1.879967	1.179443	-0.725342	-0.531982
46654		-8.285680	-0.992992	7.357517	-0.413868	-4.104602	-1.928200	1.180664	-0.697266	-0.577393
46655		-9.224831	-1.145207	7.400214	-0.373094	-4.329330	-2.002645	1.162598	-0.671631	-0.622803
46656		-9.329181	-0.902191	7.687523	-0.338730	-4.545419	-2.118370	1.159424	-0.641357	-0.676758
46657		-9.458195	-0.644698	7.877026	-0.358288	-4.668001	-2.250442	1.145264	-0.606689	-0.730957
46658		-9.777216	-0.922248	8.184216	-0.399319	-4.708031	-2.374351	1.131348	-0.576660	-0.776367
46659		-10.533582	-1.164891	8.629849	-0.381411	-4.721278	-2.472587	1.121338	-0.540039	-0.832764
46660		-11.313458	-1.203889	9.358112	-0.344051	-4.750456	-2.547670	1.111816	-0.507568	-0.886719
46661		-12.184962	-0.732866	10.065054	-0.350424	-4.769666	-2.607203	1.093262	-0.470947	-0.934570
46662		-12.960807	-0.574449	10.644251	-0.432813	-4.803631	-2.636923	1.076660	-0.425537	-0.993164
46663		-13.875618	-0.895785	11.008653	-0.528501	-4.810210	-2.590225	1.044922	-0.388916	-1.047363
46664		-15.372582	-1.916406	11.090750	-0.546837	-4.810294	-2.455795	1.015381	-0.347900	-1.110107
46665		-16.822540	-2.584106	11.443724	-0.426352	-4.851015	-2.228930	0.977295	-0.311523	-1.166504
46666		-18.059146	-1.473510	11.634489	-0.399098	-4.910562	-2.048504	0.932861	-0.274902	-1.220947
46667		-17.937527	-1.092656	11.214825	-0.533729	-4.948209	-1.971573	0.881836	-0.240479	-1.275146
46668		-16.974434	-1.252795	10.282492	-0.672382	-4.829932	-1.949256	0.830322	-0.195313	-1.327637
46669		-15.849297	-1.640661	9.063572	-0.665068	-4.537628	-1.973268	0.774902	-0.154297	-1.371338
46670		-15.211138	-2.050483	8.075092	-0.459554	-4.123721	-2.011999	0.730469	-0.122070	-1.402100
46671		-15.153023	-1.627701	7.104829	-0.168165	-3.664610	-2.068596	0.681641	-0.093994	-1.428467
46672		-14.877635	-0.575767	6.339084	0.074919	-3.232932	-2.186879	0.644043	-0.068115	-1.452637
46673		-14.326313	-0.225400	5.178059	0.270899	-2.808452	-2.302274	0.608643	-0.044434	-1.472412
46674		-16.366688	1.033242	3.176929	0.490687	-2.535462	-2.343199	0.575439	-0.025146	-1.481445
46675		-17.321334	2.409153	0.232829	0.539850	-2.334132	-2.149612	0.544678	-0.014404	-1.496826
46676		-17.022850	4.214272	-3.160164	0.390741	-2.039002	-1.793162	0.515869	0.000732	-1.510010
46677		-16.698399	5.403811	-5.975526	0.083402	-1.529486	-1.253272	0.498291	0.009277	-1.516846
46678		-15.601338	5.068827	-6.995033	-0.266920	-0.843789	-0.591934	0.484863	0.020020	-1.525635
46679		-14.316196	2.192887	-5.889741	-0.356963	-0.071822	0.055957	0.491211	0.026611	-1.521484
46680		-14.729789	-0.688921	-3.721053	-0.065216	0.576955	0.569558	0.502441	0.018066	-1.514648
46681		-15.550094	-2.255813	-1.805809	0.323145	0.991614	0.713357	0.522217	0.005127	-1.508057
46682		-14.299081	-4.365486	-0.731033	0.759953	1.331174	0.440408	0.542236	-0.010010	-1.503418
46683		-13.285704	-4.660120	-0.991226	1.294921	1.945338	0.130565	0.569336	-0.042480	-1.491943
46684		-13.692168	-0.629755	0.116634	1.155477	2.499519	-0.242128	0.608887	-0.057617	-1.476563
46685		3.011721	-10.416044	9.799801	1.140256	2.871335	-0.370507	0.655273	-0.081055	-1.456543
46686		9.669836	-22.765200	20.397793	2.269183	3.584658	0.673851	0.711182	-0.135010	-1.416992
46687		0.852521	6.330801	14.557404	2.658248	4.099875	1.299484	0.762451	-0.173828	-1.388184
46688		-12.663593	6.705406	6.055344	1.635942	4.022819	0.425768	0.815674	-0.210449	-1.346680
46689		-14.818992	4.785209	8.580722	1.382395	3.920575	0.884322	0.868652	-0.238525	-1.315918
46690		-17.042682	7.083311	12.677626	0.716112	3.392978	0.856617	0.910645	-0.260010	-1.281250
46691		-14.150548	3.514491	13.376022	0.114073	2.942673	0.868542	0.947754	-0.270508	-1.246582
46692		-11.449482	2.207751	10.552183	-0.293703	2.738147	0.610465	0.978760	-0.283447	-1.227051
46693		-11.315164	0.208657	9.287632	-0.502136	2.467588	0.343322	1.002686	-0.287598	-1.198975
46694		-9.159567	-1.058966	10.865184	-0.596615	2.254263	0.321653	1.028809	-0.291748	-1.175293
46695		-10.545207	-1.770766	10.530808	-0.611418	2.070194	0.378841	1.050781	-0.293701	-1.153809
46696		-13.217529	-6.236223	6.810479	-0.444278	1.563292	0.182819	1.063965	-0.300293	-1.136475
46697		-7.506396	-2.621101	6.942011	-0.119736	1.099397	0.309107	1.072998	-0.308838	-1.129883
46698		-4.986592	-2.936955	8.825292	-0.047323	0.958733	0.297351	1.086182	-0.317383	-1.112549
46699		-5.707767	-4.120132	8.617769	0.033593	0.886486	0.340245	1.093262	-0.332520	-1.093018
46700		-6.545750	-2.542172	7.915261	0.160268	0.742887	0.364114	1.093506	-0.343262	-1.084229
46701		-6.838514	-1.891074	8.243240	0.195257	0.552053	0.379128	1.100586	-0.360596	-1.071045
46702		-6.652771	-1.422410	8.630198	0.202281	0.408693	0.405141	1.096680	-0.371582	-1.064453
46703		-7.157975	-1.032428	8.230337	0.176762	0.256918	0.308593	1.090576	-0.386719	-1.055664
46704		-6.877416	-1.219246	8.260574	0.163448	0.151966	0.245481	1.090576	-0.391113	-1.051270
46705		-6.219006	-1.649805	8.584484	0.159054	0.097871	0.178747	1.091064	-0.406250	-1.044678
46706		-5.830866	-0.858340	8.469574	0.159155	0.078651	0.133103	1.078125	-0.406250	-1.038330
46707		-5.866526	-1.071397	7.988866	0.123120	0.072107	0.098324	1.080566	-0.414795	-1.038086
46708		-6.280319	-1.123927	8.190084	0.111514	0.059420	0.060492	1.078613	-0.419189	-1.027344
46709		-6.525059	-0.999378	7.971819	0.080425	0.027039	0.010008	1.067871	-0.423584	-1.023193
46710		-6.366323	-1.070957	7.995394	0.086165	-0.036671	-0.025965	1.063477	-0.423584	-1.020996
46711		-6.530705	-0.827277	7.758635	0.133003	-0.155489	-0.073652	1.054932	-0.427979	-1.020996
46712		-6.403682	-1.115886	7.859110	0.215356	-0.319512	-0.150098	1.046387	-0.434326	-1.016602
46713		-6.662888	-1.089981	7.665791	0.293612	-0.451333	-0.225576	1.037598	-0.434326	-1.020996
46714		-6.091896	-1.618468	8.088856	0.355245	-0.559455	-0.255295	1.027100	-0.443115	-1.022949
46715		-5.764143	-1.836611	8.147843	0.361790	-0.532408	-0.245917	1.016357	-0.449707	-1.027100
46716		-5.514556	-2.021527	8.049136	0.332521	-0.444993	-0.202766	1.010010	-0.451904	-1.020752
46717		-5.506143	-1.652334	8.263258	0.292705	-0.361544	-0.150627	1.003418	-0.451904	-1.025146
